Train,File,측정 시작 시각,고장 시각,RUL_sec
Train4,modified_KIMM Simulator_KIMM Bearing Test_20160415122132.tdms,2016-04-15 12:21:32,2016-04-16 06:41:32,66000.0
Train4,modified_KIMM Simulator_KIMM Bearing Test_20160415123132.tdms,2016-04-15 12:31:32,2016-04-16 06:41:32,65400.0
Train4,modified_KIMM Simulator_KIMM Bearing Test_20160415124132.tdms,2016-04-15 12:41:32,2016-04-16 06:41:32,64800.0
Train4,modified_KIMM Simulator_KIMM Bearing Test_20160415125132.tdms,2016-04-15 12:51:32,2016-04-16 06:41:32,64200.0
Train4,modified_KIMM Simulator_KIMM Bearing Test_20160415130132.tdms,2016-04-15 13:01:32,2016-04-16 06:41:32,63600.0
Train4,modified_KIMM Simulator_KIMM Bearing Test_20160415131132.tdms,2016-04-15 13:11:32,2016-04-16 06:41:32,63000.0
Train4,modified_KIMM Simulator_KIMM Bearing Test_20160415132132.tdms,2016-04-15 13:21:32,2016-04-16 06:41:32,62400.0
Train4,modified_KIMM Simulator_KIMM Bearing Test_20160415133132.tdms,2016-04-15 13:31:32,2016-04-16 06:41:32,61800.0
Train4,modified_KIMM Simulator_KIMM Bearing Test_20160415134132.tdms,2016-04-15 13:41:32,2016-04-16 06:41:32,61200.0
Train4,modified_KIMM Simulator_KIMM Bearing Test_20160415135132.tdms,2016-04-15 13:51:32,2016-04-16 06:41:32,60600.0
Train4,modified_KIMM Simulator_KIMM Bearing Test_20160415140132.tdms,2016-04-15 14:01:32,2016-04-16 06:41:32,60000.0
Train4,modified_KIMM Simulator_KIMM Bearing Test_20160415141132.tdms,2016-04-15 14:11:32,2016-04-16 06:41:32,59400.0
Train4,modified_KIMM Simulator_KIMM Bearing Test_20160415142132.tdms,2016-04-15 14:21:32,2016-04-16 06:41:32,58800.0
Train4,modified_KIMM Simulator_KIMM Bearing Test_20160415143132.tdms,2016-04-15 14:31:32,2016-04-16 06:41:32,58200.0
Train4,modified_KIMM Simulator_KIMM Bearing Test_20160415144132.tdms,2016-04-15 14:41:32,2016-04-16 06:41:32,57600.0
Train4,modified_KIMM Simulator_KIMM Bearing Test_20160415145132.tdms,2016-04-15 14:51:32,2016-04-16 06:41:32,57000.0
Train4,modified_KIMM Simulator_KIMM Bearing Test_20160415150132.tdms,2016-04-15 15:01:32,2016-04-16 06:41:32,56400.0
Train4,modified_KIMM Simulator_KIMM Bearing Test_20160415151132.tdms,2016-04-15 15:11:32,2016-04-16 06:41:32,55800.0
Train4,modified_KIMM Simulator_KIMM Bearing Test_20160415152132.tdms,2016-04-15 15:21:32,2016-04-16 06:41:32,55200.0
Train4,modified_KIMM Simulator_KIMM Bearing Test_20160415153132.tdms,2016-04-15 15:31:32,2016-04-16 06:41:32,54600.0
Train4,modified_KIMM Simulator_KIMM Bearing Test_20160415154132.tdms,2016-04-15 15:41:32,2016-04-16 06:41:32,54000.0
Train4,modified_KIMM Simulator_KIMM Bearing Test_20160415155132.tdms,2016-04-15 15:51:32,2016-04-16 06:41:32,53400.0
Train4,modified_KIMM Simulator_KIMM Bearing Test_20160415160132.tdms,2016-04-15 16:01:32,2016-04-16 06:41:32,52800.0
Train4,modified_KIMM Simulator_KIMM Bearing Test_20160415161132.tdms,2016-04-15 16:11:32,2016-04-16 06:41:32,52200.0
Train4,modified_KIMM Simulator_KIMM Bearing Test_20160415162132.tdms,2016-04-15 16:21:32,2016-04-16 06:41:32,51600.0
Train4,modified_KIMM Simulator_KIMM Bearing Test_20160415163132.tdms,2016-04-15 16:31:32,2016-04-16 06:41:32,51000.0
Train4,modified_KIMM Simulator_KIMM Bearing Test_20160415164132.tdms,2016-04-15 16:41:32,2016-04-16 06:41:32,50400.0
Train4,modified_KIMM Simulator_KIMM Bearing Test_20160415165132.tdms,2016-04-15 16:51:32,2016-04-16 06:41:32,49800.0
Train4,modified_KIMM Simulator_KIMM Bearing Test_20160415170132.tdms,2016-04-15 17:01:32,2016-04-16 06:41:32,49200.0
Train4,modified_KIMM Simulator_KIMM Bearing Test_20160415171132.tdms,2016-04-15 17:11:32,2016-04-16 06:41:32,48600.0
Train4,modified_KIMM Simulator_KIMM Bearing Test_20160415172132.tdms,2016-04-15 17:21:32,2016-04-16 06:41:32,48000.0
Train4,modified_KIMM Simulator_KIMM Bearing Test_20160415173132.tdms,2016-04-15 17:31:32,2016-04-16 06:41:32,47400.0
Train4,modified_KIMM Simulator_KIMM Bearing Test_20160415174132.tdms,2016-04-15 17:41:32,2016-04-16 06:41:32,46800.0
Train4,modified_KIMM Simulator_KIMM Bearing Test_20160415175132.tdms,2016-04-15 17:51:32,2016-04-16 06:41:32,46200.0
Train4,modified_KIMM Simulator_KIMM Bearing Test_20160415180132.tdms,2016-04-15 18:01:32,2016-04-16 06:41:32,45600.0
Train4,modified_KIMM Simulator_KIMM Bearing Test_20160415181132.tdms,2016-04-15 18:11:32,2016-04-16 06:41:32,45000.0
Train4,modified_KIMM Simulator_KIMM Bearing Test_20160415182132.tdms,2016-04-15 18:21:32,2016-04-16 06:41:32,44400.0
Train4,modified_KIMM Simulator_KIMM Bearing Test_20160415183132.tdms,2016-04-15 18:31:32,2016-04-16 06:41:32,43800.0
Train4,modified_KIMM Simulator_KIMM Bearing Test_20160415184132.tdms,2016-04-15 18:41:32,2016-04-16 06:41:32,43200.0
Train4,modified_KIMM Simulator_KIMM Bearing Test_20160415185132.tdms,2016-04-15 18:51:32,2016-04-16 06:41:32,42600.0
Train4,modified_KIMM Simulator_KIMM Bearing Test_20160415190132.tdms,2016-04-15 19:01:32,2016-04-16 06:41:32,42000.0
Train4,modified_KIMM Simulator_KIMM Bearing Test_20160415191132.tdms,2016-04-15 19:11:32,2016-04-16 06:41:32,41400.0
Train4,modified_KIMM Simulator_KIMM Bearing Test_20160415192132.tdms,2016-04-15 19:21:32,2016-04-16 06:41:32,40800.0
Train4,modified_KIMM Simulator_KIMM Bearing Test_20160415193132.tdms,2016-04-15 19:31:32,2016-04-16 06:41:32,40200.0
Train4,modified_KIMM Simulator_KIMM Bearing Test_20160415194132.tdms,2016-04-15 19:41:32,2016-04-16 06:41:32,39600.0
Train4,modified_KIMM Simulator_KIMM Bearing Test_20160415195132.tdms,2016-04-15 19:51:32,2016-04-16 06:41:32,39000.0
Train4,modified_KIMM Simulator_KIMM Bearing Test_20160415200132.tdms,2016-04-15 20:01:32,2016-04-16 06:41:32,38400.0
Train4,modified_KIMM Simulator_KIMM Bearing Test_20160415201132.tdms,2016-04-15 20:11:32,2016-04-16 06:41:32,37800.0
Train4,modified_KIMM Simulator_KIMM Bearing Test_20160415202132.tdms,2016-04-15 20:21:32,2016-04-16 06:41:32,37200.0
Train4,modified_KIMM Simulator_KIMM Bearing Test_20160415203132.tdms,2016-04-15 20:31:32,2016-04-16 06:41:32,36600.0
Train4,modified_KIMM Simulator_KIMM Bearing Test_20160415204132.tdms,2016-04-15 20:41:32,2016-04-16 06:41:32,36000.0
Train4,modified_KIMM Simulator_KIMM Bearing Test_20160415205132.tdms,2016-04-15 20:51:32,2016-04-16 06:41:32,35400.0
Train4,modified_KIMM Simulator_KIMM Bearing Test_20160415210132.tdms,2016-04-15 21:01:32,2016-04-16 06:41:32,34800.0
Train4,modified_KIMM Simulator_KIMM Bearing Test_20160415211132.tdms,2016-04-15 21:11:32,2016-04-16 06:41:32,34200.0
Train4,modified_KIMM Simulator_KIMM Bearing Test_20160415212132.tdms,2016-04-15 21:21:32,2016-04-16 06:41:32,33600.0
Train4,modified_KIMM Simulator_KIMM Bearing Test_20160415213132.tdms,2016-04-15 21:31:32,2016-04-16 06:41:32,33000.0
Train4,modified_KIMM Simulator_KIMM Bearing Test_20160415214132.tdms,2016-04-15 21:41:32,2016-04-16 06:41:32,32400.0
Train4,modified_KIMM Simulator_KIMM Bearing Test_20160415215132.tdms,2016-04-15 21:51:32,2016-04-16 06:41:32,31800.0
Train4,modified_KIMM Simulator_KIMM Bearing Test_20160415220132.tdms,2016-04-15 22:01:32,2016-04-16 06:41:32,31200.0
Train4,modified_KIMM Simulator_KIMM Bearing Test_20160415221132.tdms,2016-04-15 22:11:32,2016-04-16 06:41:32,30600.0
Train4,modified_KIMM Simulator_KIMM Bearing Test_20160415222132.tdms,2016-04-15 22:21:32,2016-04-16 06:41:32,30000.0
Train4,modified_KIMM Simulator_KIMM Bearing Test_20160415223132.tdms,2016-04-15 22:31:32,2016-04-16 06:41:32,29400.0
Train4,modified_KIMM Simulator_KIMM Bearing Test_20160415224132.tdms,2016-04-15 22:41:32,2016-04-16 06:41:32,28800.0
Train4,modified_KIMM Simulator_KIMM Bearing Test_20160415225132.tdms,2016-04-15 22:51:32,2016-04-16 06:41:32,28200.0
Train4,modified_KIMM Simulator_KIMM Bearing Test_20160415230132.tdms,2016-04-15 23:01:32,2016-04-16 06:41:32,27600.0
Train4,modified_KIMM Simulator_KIMM Bearing Test_20160415231132.tdms,2016-04-15 23:11:32,2016-04-16 06:41:32,27000.0
Train4,modified_KIMM Simulator_KIMM Bearing Test_20160415232132.tdms,2016-04-15 23:21:32,2016-04-16 06:41:32,26400.0
Train4,modified_KIMM Simulator_KIMM Bearing Test_20160415233132.tdms,2016-04-15 23:31:32,2016-04-16 06:41:32,25800.0
Train4,modified_KIMM Simulator_KIMM Bearing Test_20160415234132.tdms,2016-04-15 23:41:32,2016-04-16 06:41:32,25200.0
Train4,modified_KIMM Simulator_KIMM Bearing Test_20160415235132.tdms,2016-04-15 23:51:32,2016-04-16 06:41:32,24600.0
Train4,modified_KIMM Simulator_KIMM Bearing Test_20160416000132.tdms,2016-04-16 00:01:32,2016-04-16 06:41:32,24000.0
Train4,modified_KIMM Simulator_KIMM Bearing Test_20160416001132.tdms,2016-04-16 00:11:32,2016-04-16 06:41:32,23400.0
Train4,modified_KIMM Simulator_KIMM Bearing Test_20160416002132.tdms,2016-04-16 00:21:32,2016-04-16 06:41:32,22800.0
Train4,modified_KIMM Simulator_KIMM Bearing Test_20160416003132.tdms,2016-04-16 00:31:32,2016-04-16 06:41:32,22200.0
Train4,modified_KIMM Simulator_KIMM Bearing Test_20160416004132.tdms,2016-04-16 00:41:32,2016-04-16 06:41:32,21600.0
Train4,modified_KIMM Simulator_KIMM Bearing Test_20160416005132.tdms,2016-04-16 00:51:32,2016-04-16 06:41:32,21000.0
Train4,modified_KIMM Simulator_KIMM Bearing Test_20160416010132.tdms,2016-04-16 01:01:32,2016-04-16 06:41:32,20400.0
Train4,modified_KIMM Simulator_KIMM Bearing Test_20160416011132.tdms,2016-04-16 01:11:32,2016-04-16 06:41:32,19800.0
Train4,modified_KIMM Simulator_KIMM Bearing Test_20160416012132.tdms,2016-04-16 01:21:32,2016-04-16 06:41:32,19200.0
Train4,modified_KIMM Simulator_KIMM Bearing Test_20160416013132.tdms,2016-04-16 01:31:32,2016-04-16 06:41:32,18600.0
Train4,modified_KIMM Simulator_KIMM Bearing Test_20160416014132.tdms,2016-04-16 01:41:32,2016-04-16 06:41:32,18000.0
Train4,modified_KIMM Simulator_KIMM Bearing Test_20160416015132.tdms,2016-04-16 01:51:32,2016-04-16 06:41:32,17400.0
Train4,modified_KIMM Simulator_KIMM Bearing Test_20160416020132.tdms,2016-04-16 02:01:32,2016-04-16 06:41:32,16800.0
Train4,modified_KIMM Simulator_KIMM Bearing Test_20160416021132.tdms,2016-04-16 02:11:32,2016-04-16 06:41:32,16200.0
Train4,modified_KIMM Simulator_KIMM Bearing Test_20160416022132.tdms,2016-04-16 02:21:32,2016-04-16 06:41:32,15600.0
Train4,modified_KIMM Simulator_KIMM Bearing Test_20160416023132.tdms,2016-04-16 02:31:32,2016-04-16 06:41:32,15000.0
Train4,modified_KIMM Simulator_KIMM Bearing Test_20160416024132.tdms,2016-04-16 02:41:32,2016-04-16 06:41:32,14400.0
Train4,modified_KIMM Simulator_KIMM Bearing Test_20160416025132.tdms,2016-04-16 02:51:32,2016-04-16 06:41:32,13800.0
Train4,modified_KIMM Simulator_KIMM Bearing Test_20160416030132.tdms,2016-04-16 03:01:32,2016-04-16 06:41:32,13200.0
Train4,modified_KIMM Simulator_KIMM Bearing Test_20160416031132.tdms,2016-04-16 03:11:32,2016-04-16 06:41:32,12600.0
Train4,modified_KIMM Simulator_KIMM Bearing Test_20160416032132.tdms,2016-04-16 03:21:32,2016-04-16 06:41:32,12000.0
Train4,modified_KIMM Simulator_KIMM Bearing Test_20160416033132.tdms,2016-04-16 03:31:32,2016-04-16 06:41:32,11400.0
Train4,modified_KIMM Simulator_KIMM Bearing Test_20160416034132.tdms,2016-04-16 03:41:32,2016-04-16 06:41:32,10800.0
Train4,modified_KIMM Simulator_KIMM Bearing Test_20160416035132.tdms,2016-04-16 03:51:32,2016-04-16 06:41:32,10200.0
Train4,modified_KIMM Simulator_KIMM Bearing Test_20160416040132.tdms,2016-04-16 04:01:32,2016-04-16 06:41:32,9600.0
Train4,modified_KIMM Simulator_KIMM Bearing Test_20160416041132.tdms,2016-04-16 04:11:32,2016-04-16 06:41:32,9000.0
Train4,modified_KIMM Simulator_KIMM Bearing Test_20160416042132.tdms,2016-04-16 04:21:32,2016-04-16 06:41:32,8400.0
Train4,modified_KIMM Simulator_KIMM Bearing Test_20160416043132.tdms,2016-04-16 04:31:32,2016-04-16 06:41:32,7800.0
Train4,modified_KIMM Simulator_KIMM Bearing Test_20160416044132.tdms,2016-04-16 04:41:32,2016-04-16 06:41:32,7200.0
Train4,modified_KIMM Simulator_KIMM Bearing Test_20160416045132.tdms,2016-04-16 04:51:32,2016-04-16 06:41:32,6600.0
Train4,modified_KIMM Simulator_KIMM Bearing Test_20160416050132.tdms,2016-04-16 05:01:32,2016-04-16 06:41:32,6000.0
Train4,modified_KIMM Simulator_KIMM Bearing Test_20160416051132.tdms,2016-04-16 05:11:32,2016-04-16 06:41:32,5400.0
Train4,modified_KIMM Simulator_KIMM Bearing Test_20160416052132.tdms,2016-04-16 05:21:32,2016-04-16 06:41:32,4800.0
Train4,modified_KIMM Simulator_KIMM Bearing Test_20160416053132.tdms,2016-04-16 05:31:32,2016-04-16 06:41:32,4200.0
Train4,modified_KIMM Simulator_KIMM Bearing Test_20160416054132.tdms,2016-04-16 05:41:32,2016-04-16 06:41:32,3600.0
Train4,modified_KIMM Simulator_KIMM Bearing Test_20160416055132.tdms,2016-04-16 05:51:32,2016-04-16 06:41:32,3000.0
Train4,modified_KIMM Simulator_KIMM Bearing Test_20160416060132.tdms,2016-04-16 06:01:32,2016-04-16 06:41:32,2400.0
Train4,modified_KIMM Simulator_KIMM Bearing Test_20160416061132.tdms,2016-04-16 06:11:32,2016-04-16 06:41:32,1800.0
Train4,modified_KIMM Simulator_KIMM Bearing Test_20160416062132.tdms,2016-04-16 06:21:32,2016-04-16 06:41:32,1200.0
Train4,modified_KIMM Simulator_KIMM Bearing Test_20160416063132.tdms,2016-04-16 06:31:32,2016-04-16 06:41:32,600.0
Train4,modified_KIMM Simulator_KIMM Bearing Test_20160416064132.tdms,2016-04-16 06:41:32,2016-04-16 06:41:32,0.0
Train5,modified_KIMM Simulator_KIMM Bearing Test_20160418193422.tdms,2016-04-18 19:34:22,2016-04-20 14:54:22,156000.0
Train5,modified_KIMM Simulator_KIMM Bearing Test_20160418194422.tdms,2016-04-18 19:44:22,2016-04-20 14:54:22,155400.0
Train5,modified_KIMM Simulator_KIMM Bearing Test_20160418195422.tdms,2016-04-18 19:54:22,2016-04-20 14:54:22,154800.0
Train5,modified_KIMM Simulator_KIMM Bearing Test_20160418200422.tdms,2016-04-18 20:04:22,2016-04-20 14:54:22,154200.0
Train5,modified_KIMM Simulator_KIMM Bearing Test_20160418201422.tdms,2016-04-18 20:14:22,2016-04-20 14:54:22,153600.0
Train5,modified_KIMM Simulator_KIMM Bearing Test_20160418202422.tdms,2016-04-18 20:24:22,2016-04-20 14:54:22,153000.0
Train5,modified_KIMM Simulator_KIMM Bearing Test_20160418203422.tdms,2016-04-18 20:34:22,2016-04-20 14:54:22,152400.0
Train5,modified_KIMM Simulator_KIMM Bearing Test_20160418204422.tdms,2016-04-18 20:44:22,2016-04-20 14:54:22,151800.0
Train5,modified_KIMM Simulator_KIMM Bearing Test_20160418205422.tdms,2016-04-18 20:54:22,2016-04-20 14:54:22,151200.0
Train5,modified_KIMM Simulator_KIMM Bearing Test_20160418210422.tdms,2016-04-18 21:04:22,2016-04-20 14:54:22,150600.0
Train5,modified_KIMM Simulator_KIMM Bearing Test_20160418211422.tdms,2016-04-18 21:14:22,2016-04-20 14:54:22,150000.0
Train5,modified_KIMM Simulator_KIMM Bearing Test_20160418212422.tdms,2016-04-18 21:24:22,2016-04-20 14:54:22,149400.0
Train5,modified_KIMM Simulator_KIMM Bearing Test_20160418213422.tdms,2016-04-18 21:34:22,2016-04-20 14:54:22,148800.0
Train5,modified_KIMM Simulator_KIMM Bearing Test_20160418214422.tdms,2016-04-18 21:44:22,2016-04-20 14:54:22,148200.0
Train5,modified_KIMM Simulator_KIMM Bearing Test_20160418215422.tdms,2016-04-18 21:54:22,2016-04-20 14:54:22,147600.0
Train5,modified_KIMM Simulator_KIMM Bearing Test_20160418220422.tdms,2016-04-18 22:04:22,2016-04-20 14:54:22,147000.0
Train5,modified_KIMM Simulator_KIMM Bearing Test_20160418221422.tdms,2016-04-18 22:14:22,2016-04-20 14:54:22,146400.0
Train5,modified_KIMM Simulator_KIMM Bearing Test_20160418222422.tdms,2016-04-18 22:24:22,2016-04-20 14:54:22,145800.0
Train5,modified_KIMM Simulator_KIMM Bearing Test_20160418223422.tdms,2016-04-18 22:34:22,2016-04-20 14:54:22,145200.0
Train5,modified_KIMM Simulator_KIMM Bearing Test_20160418224422.tdms,2016-04-18 22:44:22,2016-04-20 14:54:22,144600.0
Train5,modified_KIMM Simulator_KIMM Bearing Test_20160418225422.tdms,2016-04-18 22:54:22,2016-04-20 14:54:22,144000.0
Train5,modified_KIMM Simulator_KIMM Bearing Test_20160418230422.tdms,2016-04-18 23:04:22,2016-04-20 14:54:22,143400.0
Train5,modified_KIMM Simulator_KIMM Bearing Test_20160418231422.tdms,2016-04-18 23:14:22,2016-04-20 14:54:22,142800.0
Train5,modified_KIMM Simulator_KIMM Bearing Test_20160418232422.tdms,2016-04-18 23:24:22,2016-04-20 14:54:22,142200.0
Train5,modified_KIMM Simulator_KIMM Bearing Test_20160418233422.tdms,2016-04-18 23:34:22,2016-04-20 14:54:22,141600.0
Train5,modified_KIMM Simulator_KIMM Bearing Test_20160418234422.tdms,2016-04-18 23:44:22,2016-04-20 14:54:22,141000.0
Train5,modified_KIMM Simulator_KIMM Bearing Test_20160418235422.tdms,2016-04-18 23:54:22,2016-04-20 14:54:22,140400.0
Train5,modified_KIMM Simulator_KIMM Bearing Test_20160419000422.tdms,2016-04-19 00:04:22,2016-04-20 14:54:22,139800.0
Train5,modified_KIMM Simulator_KIMM Bearing Test_20160419001422.tdms,2016-04-19 00:14:22,2016-04-20 14:54:22,139200.0
Train5,modified_KIMM Simulator_KIMM Bearing Test_20160419002422.tdms,2016-04-19 00:24:22,2016-04-20 14:54:22,138600.0
Train5,modified_KIMM Simulator_KIMM Bearing Test_20160419003422.tdms,2016-04-19 00:34:22,2016-04-20 14:54:22,138000.0
Train5,modified_KIMM Simulator_KIMM Bearing Test_20160419004422.tdms,2016-04-19 00:44:22,2016-04-20 14:54:22,137400.0
Train5,modified_KIMM Simulator_KIMM Bearing Test_20160419005422.tdms,2016-04-19 00:54:22,2016-04-20 14:54:22,136800.0
Train5,modified_KIMM Simulator_KIMM Bearing Test_20160419010422.tdms,2016-04-19 01:04:22,2016-04-20 14:54:22,136200.0
Train5,modified_KIMM Simulator_KIMM Bearing Test_20160419011422.tdms,2016-04-19 01:14:22,2016-04-20 14:54:22,135600.0
Train5,modified_KIMM Simulator_KIMM Bearing Test_20160419012422.tdms,2016-04-19 01:24:22,2016-04-20 14:54:22,135000.0
Train5,modified_KIMM Simulator_KIMM Bearing Test_20160419013422.tdms,2016-04-19 01:34:22,2016-04-20 14:54:22,134400.0
Train5,modified_KIMM Simulator_KIMM Bearing Test_20160419014422.tdms,2016-04-19 01:44:22,2016-04-20 14:54:22,133800.0
Train5,modified_KIMM Simulator_KIMM Bearing Test_20160419015422.tdms,2016-04-19 01:54:22,2016-04-20 14:54:22,133200.0
Train5,modified_KIMM Simulator_KIMM Bearing Test_20160419020422.tdms,2016-04-19 02:04:22,2016-04-20 14:54:22,132600.0
Train5,modified_KIMM Simulator_KIMM Bearing Test_20160419021422.tdms,2016-04-19 02:14:22,2016-04-20 14:54:22,132000.0
Train5,modified_KIMM Simulator_KIMM Bearing Test_20160419022422.tdms,2016-04-19 02:24:22,2016-04-20 14:54:22,131400.0
Train5,modified_KIMM Simulator_KIMM Bearing Test_20160419023422.tdms,2016-04-19 02:34:22,2016-04-20 14:54:22,130800.0
Train5,modified_KIMM Simulator_KIMM Bearing Test_20160419024422.tdms,2016-04-19 02:44:22,2016-04-20 14:54:22,130200.0
Train5,modified_KIMM Simulator_KIMM Bearing Test_20160419025422.tdms,2016-04-19 02:54:22,2016-04-20 14:54:22,129600.0
Train5,modified_KIMM Simulator_KIMM Bearing Test_20160419030422.tdms,2016-04-19 03:04:22,2016-04-20 14:54:22,129000.0
Train5,modified_KIMM Simulator_KIMM Bearing Test_20160419031422.tdms,2016-04-19 03:14:22,2016-04-20 14:54:22,128400.0
Train5,modified_KIMM Simulator_KIMM Bearing Test_20160419032422.tdms,2016-04-19 03:24:22,2016-04-20 14:54:22,127800.0
Train5,modified_KIMM Simulator_KIMM Bearing Test_20160419033422.tdms,2016-04-19 03:34:22,2016-04-20 14:54:22,127200.0
Train5,modified_KIMM Simulator_KIMM Bearing Test_20160419034422.tdms,2016-04-19 03:44:22,2016-04-20 14:54:22,126600.0
Train5,modified_KIMM Simulator_KIMM Bearing Test_20160419035422.tdms,2016-04-19 03:54:22,2016-04-20 14:54:22,126000.0
Train5,modified_KIMM Simulator_KIMM Bearing Test_20160419040422.tdms,2016-04-19 04:04:22,2016-04-20 14:54:22,125400.0
Train5,modified_KIMM Simulator_KIMM Bearing Test_20160419041422.tdms,2016-04-19 04:14:22,2016-04-20 14:54:22,124800.0
Train5,modified_KIMM Simulator_KIMM Bearing Test_20160419042422.tdms,2016-04-19 04:24:22,2016-04-20 14:54:22,124200.0
Train5,modified_KIMM Simulator_KIMM Bearing Test_20160419043422.tdms,2016-04-19 04:34:22,2016-04-20 14:54:22,123600.0
Train5,modified_KIMM Simulator_KIMM Bearing Test_20160419044422.tdms,2016-04-19 04:44:22,2016-04-20 14:54:22,123000.0
Train5,modified_KIMM Simulator_KIMM Bearing Test_20160419045422.tdms,2016-04-19 04:54:22,2016-04-20 14:54:22,122400.0
Train5,modified_KIMM Simulator_KIMM Bearing Test_20160419050422.tdms,2016-04-19 05:04:22,2016-04-20 14:54:22,121800.0
Train5,modified_KIMM Simulator_KIMM Bearing Test_20160419051422.tdms,2016-04-19 05:14:22,2016-04-20 14:54:22,121200.0
Train5,modified_KIMM Simulator_KIMM Bearing Test_20160419052422.tdms,2016-04-19 05:24:22,2016-04-20 14:54:22,120600.0
Train5,modified_KIMM Simulator_KIMM Bearing Test_20160419053422.tdms,2016-04-19 05:34:22,2016-04-20 14:54:22,120000.0
Train5,modified_KIMM Simulator_KIMM Bearing Test_20160419054422.tdms,2016-04-19 05:44:22,2016-04-20 14:54:22,119400.0
Train5,modified_KIMM Simulator_KIMM Bearing Test_20160419055422.tdms,2016-04-19 05:54:22,2016-04-20 14:54:22,118800.0
Train5,modified_KIMM Simulator_KIMM Bearing Test_20160419060422.tdms,2016-04-19 06:04:22,2016-04-20 14:54:22,118200.0
Train5,modified_KIMM Simulator_KIMM Bearing Test_20160419061422.tdms,2016-04-19 06:14:22,2016-04-20 14:54:22,117600.0
Train5,modified_KIMM Simulator_KIMM Bearing Test_20160419062422.tdms,2016-04-19 06:24:22,2016-04-20 14:54:22,117000.0
Train5,modified_KIMM Simulator_KIMM Bearing Test_20160419063422.tdms,2016-04-19 06:34:22,2016-04-20 14:54:22,116400.0
Train5,modified_KIMM Simulator_KIMM Bearing Test_20160419064422.tdms,2016-04-19 06:44:22,2016-04-20 14:54:22,115800.0
Train5,modified_KIMM Simulator_KIMM Bearing Test_20160419065422.tdms,2016-04-19 06:54:22,2016-04-20 14:54:22,115200.0
Train5,modified_KIMM Simulator_KIMM Bearing Test_20160419070422.tdms,2016-04-19 07:04:22,2016-04-20 14:54:22,114600.0
Train5,modified_KIMM Simulator_KIMM Bearing Test_20160419071422.tdms,2016-04-19 07:14:22,2016-04-20 14:54:22,114000.0
Train5,modified_KIMM Simulator_KIMM Bearing Test_20160419072422.tdms,2016-04-19 07:24:22,2016-04-20 14:54:22,113400.0
Train5,modified_KIMM Simulator_KIMM Bearing Test_20160419073422.tdms,2016-04-19 07:34:22,2016-04-20 14:54:22,112800.0
Train5,modified_KIMM Simulator_KIMM Bearing Test_20160419074422.tdms,2016-04-19 07:44:22,2016-04-20 14:54:22,112200.0
Train5,modified_KIMM Simulator_KIMM Bearing Test_20160419075422.tdms,2016-04-19 07:54:22,2016-04-20 14:54:22,111600.0
Train5,modified_KIMM Simulator_KIMM Bearing Test_20160419080422.tdms,2016-04-19 08:04:22,2016-04-20 14:54:22,111000.0
Train5,modified_KIMM Simulator_KIMM Bearing Test_20160419081422.tdms,2016-04-19 08:14:22,2016-04-20 14:54:22,110400.0
Train5,modified_KIMM Simulator_KIMM Bearing Test_20160419082422.tdms,2016-04-19 08:24:22,2016-04-20 14:54:22,109800.0
Train5,modified_KIMM Simulator_KIMM Bearing Test_20160419083422.tdms,2016-04-19 08:34:22,2016-04-20 14:54:22,109200.0
Train5,modified_KIMM Simulator_KIMM Bearing Test_20160419084422.tdms,2016-04-19 08:44:22,2016-04-20 14:54:22,108600.0
Train5,modified_KIMM Simulator_KIMM Bearing Test_20160419085422.tdms,2016-04-19 08:54:22,2016-04-20 14:54:22,108000.0
Train5,modified_KIMM Simulator_KIMM Bearing Test_20160419090422.tdms,2016-04-19 09:04:22,2016-04-20 14:54:22,107400.0
Train5,modified_KIMM Simulator_KIMM Bearing Test_20160419091422.tdms,2016-04-19 09:14:22,2016-04-20 14:54:22,106800.0
Train5,modified_KIMM Simulator_KIMM Bearing Test_20160419092422.tdms,2016-04-19 09:24:22,2016-04-20 14:54:22,106200.0
Train5,modified_KIMM Simulator_KIMM Bearing Test_20160419093422.tdms,2016-04-19 09:34:22,2016-04-20 14:54:22,105600.0
Train5,modified_KIMM Simulator_KIMM Bearing Test_20160419094422.tdms,2016-04-19 09:44:22,2016-04-20 14:54:22,105000.0
Train5,modified_KIMM Simulator_KIMM Bearing Test_20160419095422.tdms,2016-04-19 09:54:22,2016-04-20 14:54:22,104400.0
Train5,modified_KIMM Simulator_KIMM Bearing Test_20160419100422.tdms,2016-04-19 10:04:22,2016-04-20 14:54:22,103800.0
Train5,modified_KIMM Simulator_KIMM Bearing Test_20160419101422.tdms,2016-04-19 10:14:22,2016-04-20 14:54:22,103200.0
Train5,modified_KIMM Simulator_KIMM Bearing Test_20160419102422.tdms,2016-04-19 10:24:22,2016-04-20 14:54:22,102600.0
Train5,modified_KIMM Simulator_KIMM Bearing Test_20160419103422.tdms,2016-04-19 10:34:22,2016-04-20 14:54:22,102000.0
Train5,modified_KIMM Simulator_KIMM Bearing Test_20160419104422.tdms,2016-04-19 10:44:22,2016-04-20 14:54:22,101400.0
Train5,modified_KIMM Simulator_KIMM Bearing Test_20160419105422.tdms,2016-04-19 10:54:22,2016-04-20 14:54:22,100800.0
Train5,modified_KIMM Simulator_KIMM Bearing Test_20160419110422.tdms,2016-04-19 11:04:22,2016-04-20 14:54:22,100200.0
